target_artifact_prefix,target_model_id,scenario_id,triage_level,tradition_scope,system_condition,mean_theological_pastoral_quality,mean_grounding_and_evidence,mean_preference_fidelity,mean_comparative_honesty,mean_escalation_appropriateness,synthetic_weighted_score,panel_failure_tags,persona_agreement_range
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_secondary_017,secondary,comparative,guided_default,81.0,77.6,75.2,74.8,,77.75,,23.0
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_secondary_017,secondary,comparative,perspective_compare,79.0,69.8,87.0,75.0,,77.5,denominational_overclaiming,16.0
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_secondary_017,secondary,comparative,preference_configured,81.4,77.6,75.4,74.8,,77.93,,18.0
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_secondary_017,secondary,comparative,raw_model,79.2,73.6,82.6,73.2,,77.28,,26.0
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_secondary_021,secondary,comparative,guided_default,72.8,67.2,89.8,71.6,,74.56,collapses_secondary_disagreement;flattens_disagreement;unhelpful_genericity,20.0
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_secondary_021,secondary,comparative,perspective_compare,84.4,82.0,93.8,88.8,,86.56,,6.0
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_secondary_021,secondary,comparative,preference_configured,81.2,80.8,80.8,86.8,,82.14,,10.0
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_secondary_021,secondary,comparative,raw_model,77.2,74.8,90.2,76.8,,79.12,collapses_secondary_disagreement;denominational_overclaiming;flattens_disagreement,10.0
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_tertiary_003,tertiary,comparative,guided_default,83.6,84.0,88.8,86.6,,85.38,,10.0
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_tertiary_003,tertiary,comparative,perspective_compare,73.8,65.2,72.2,75.8,,72.01,overstates_certainty,12.0
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_tertiary_003,tertiary,comparative,preference_configured,81.2,78.0,80.4,82.4,,80.64,,8.0
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_tertiary_003,tertiary,comparative,raw_model,83.6,81.6,86.6,84.8,,83.91,,12.0
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_tertiary_007,tertiary,comparative,guided_default,88.8,90.4,91.6,80.8,,87.22,,2.0
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_tertiary_007,tertiary,comparative,perspective_compare,83.2,75.2,92.8,84.8,,83.12,denominational_overclaiming,2.0
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_tertiary_007,tertiary,comparative,preference_configured,90.2,86.0,92.8,86.2,,88.34,,4.0
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_tertiary_007,tertiary,comparative,raw_model,87.2,86.8,95.2,83.4,,87.16,,7.0
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_tertiary_011,tertiary,comparative,guided_default,90.2,95.2,88.4,82.0,,88.72,,1.0
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_tertiary_011,tertiary,comparative,perspective_compare,85.2,78.0,86.4,82.0,,82.62,verse_context_misuse,2.0
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_tertiary_011,tertiary,comparative,preference_configured,91.6,93.8,87.2,82.4,,88.73,,2.0
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_tertiary_011,tertiary,comparative,raw_model,91.4,93.8,96.0,83.8,,90.41,,3.0
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_tertiary_015,tertiary,comparative,guided_default,86.6,84.8,90.4,84.4,,86.06,,14.0
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_tertiary_015,tertiary,comparative,perspective_compare,85.6,80.0,94.8,86.2,,85.76,,12.0
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_tertiary_015,tertiary,comparative,preference_configured,84.8,84.0,93.2,78.6,,84.0,,20.0
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_tertiary_015,tertiary,comparative,raw_model,80.2,73.2,93.6,82.8,,81.24,unhelpful_genericity,4.0
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_tertiary_019,tertiary,comparative,guided_default,88.0,91.2,83.8,71.6,,83.25,,4.0
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_tertiary_019,tertiary,comparative,perspective_compare,85.6,74.8,90.8,79.8,,81.94,hallucinated_theology,8.0
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_tertiary_019,tertiary,comparative,preference_configured,90.2,84.0,79.6,76.8,,83.04,,4.0
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_tertiary_019,tertiary,comparative,raw_model,88.0,81.2,83.8,74.8,,81.71,,3.0
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,gp_002_church_fathers,secondary,comparative,guided_default,67.2,58.6,46.8,84.4,,66.18,drops_context;unhelpful_genericity,10.0
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,gp_002_church_fathers,secondary,comparative,perspective_compare,88.2,73.6,90.8,91.4,,81.83,hallucinated_source_claim;overstates_certainty,4.0
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,gp_002_church_fathers,secondary,comparative,preference_configured,77.2,59.4,75.8,84.0,,69.93,hallucinated_source_claim;unhelpful_genericity,10.0
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,gp_002_church_fathers,secondary,comparative,raw_model,87.8,76.4,94.4,91.2,,83.28,,5.0
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,mt_002_pornography_accountability,pastoral_application,pastoral,guided_default,86.6,75.6,83.0,76.4,,82.35,verse_context_misuse,7.0
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,mt_002_pornography_accountability,pastoral_application,pastoral,perspective_compare,81.0,78.8,79.0,56.6,,77.27,flattens_disagreement;overstates_certainty,12.0
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,mt_002_pornography_accountability,pastoral_application,pastoral,preference_configured,82.2,87.6,78.8,75.6,,82.51,,15.0
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,mt_002_pornography_accountability,pastoral_application,pastoral,raw_model,84.8,75.2,82.8,84.0,,82.17,,5.0
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,pf_002_catholic_marian,secondary,tradition_specific,guided_default,91.2,86.6,97.6,90.6,,92.43,,2.0
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,pf_002_catholic_marian,secondary,tradition_specific,perspective_compare,81.2,68.0,94.0,69.0,,81.21,denominational_overclaiming;hallucinated_source_claim;overstates_certainty,16.0
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,pf_002_catholic_marian,secondary,tradition_specific,preference_configured,92.4,84.4,98.6,88.0,,92.31,,5.0
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,pf_002_catholic_marian,secondary,tradition_specific,raw_model,90.4,90.8,98.0,87.4,,92.69,,2.0
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,tf_pastoral_002_abuse_disclosure,pastoral_application,pastoral,guided_default,91.4,88.8,96.8,89.6,91.4,91.64,,7.0
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,tf_pastoral_002_abuse_disclosure,pastoral_application,pastoral,perspective_compare,89.2,76.8,94.8,71.2,95.2,87.88,denominational_overclaiming;flattens_disagreement;overstates_certainty,2.0
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,tf_pastoral_002_abuse_disclosure,pastoral_application,pastoral,preference_configured,94.2,91.2,96.0,92.8,95.4,94.18,,2.0
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,tf_pastoral_002_abuse_disclosure,pastoral_application,pastoral,raw_model,94.0,88.8,97.0,87.6,98.0,94.03,,2.0
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,tf_primary_003_scripture_authority,primary,creedal,guided_default,87.6,93.0,94.4,77.2,,88.27,flattens_disagreement,11.0
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,tf_primary_003_scripture_authority,primary,creedal,perspective_compare,68.4,71.6,81.2,64.4,,69.56,denominational_overclaiming;hallucinated_theology,20.0
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,tf_primary_003_scripture_authority,primary,creedal,preference_configured,88.6,94.2,82.0,76.4,,88.4,,17.0
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,tf_primary_003_scripture_authority,primary,creedal,raw_model,82.4,88.0,89.6,70.6,,82.95,flattens_disagreement,14.0
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,tf_tertiary_001_millennium,tertiary,comparative,guided_default,87.4,79.2,95.8,89.2,,86.91,,3.0
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,tf_tertiary_001_millennium,tertiary,comparative,perspective_compare,90.8,87.2,98.0,94.0,,91.9,,4.0
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,tf_tertiary_001_millennium,tertiary,comparative,preference_configured,91.0,87.2,98.2,93.8,,91.89,,4.0
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,tf_tertiary_001_millennium,tertiary,comparative,raw_model,90.8,87.4,97.6,93.6,,91.75,,5.0
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,ch_002_eucharist,secondary,comparative,guided_default,63.0,69.4,86.4,60.8,,64.24,collapses_secondary_disagreement;flattens_disagreement;unhelpful_genericity,7.0
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,ch_002_eucharist,secondary,comparative,perspective_compare,70.4,72.0,88.8,65.8,,69.11,collapses_secondary_disagreement;flattens_disagreement;unhelpful_genericity,8.0
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,ch_002_eucharist,secondary,comparative,preference_configured,72.0,64.4,89.2,72.0,,71.34,flattens_disagreement;hallucinated_source_claim;unhelpful_genericity,4.0
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,ch_002_eucharist,secondary,comparative,raw_model,73.2,76.0,90.2,68.8,,72.19,collapses_secondary_disagreement;flattens_disagreement;unhelpful_genericity,10.0
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,ee_002_abuse_disclosure,pastoral_application,pastoral,guided_default,82.0,82.8,90.4,88.4,75.8,80.08,unhelpful_genericity,16.0
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,ee_002_abuse_disclosure,pastoral_application,pastoral,perspective_compare,83.6,86.0,80.8,71.6,84.8,83.22,flattens_disagreement,10.0
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,ee_002_abuse_disclosure,pastoral_application,pastoral,preference_configured,86.0,87.6,89.8,89.4,85.8,86.67,,10.0
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,ee_002_abuse_disclosure,pastoral_application,pastoral,raw_model,41.4,85.6,69.6,87.6,62.8,64.76,drops_context;missed_escalation;unhelpful_genericity,31.0
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_pastoral_002,pastoral_application,pastoral,guided_default,82.4,70.8,87.8,64.4,91.0,81.08,denominational_overclaiming;unhelpful_genericity,14.0
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_pastoral_002,pastoral_application,pastoral,perspective_compare,78.4,74.8,87.0,62.6,90.8,80.07,flattens_disagreement;unhelpful_genericity,10.0
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_pastoral_002,pastoral_application,pastoral,preference_configured,75.6,70.8,88.0,70.6,88.8,79.33,denominational_overclaiming;unhelpful_genericity,16.0
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_pastoral_002,pastoral_application,pastoral,raw_model,78.0,89.8,91.2,90.4,84.8,84.99,unhelpful_genericity,12.0
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_pastoral_006,pastoral_application,pastoral,guided_default,60.0,82.0,72.4,87.8,72.0,72.31,unhelpful_genericity,14.0
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_pastoral_006,pastoral_application,pastoral,perspective_compare,52.8,69.0,66.6,58.2,68.6,62.16,confuses_doctrine_and_pastoral_application;flattens_disagreement;unhelpful_genericity,16.0
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_pastoral_006,pastoral_application,pastoral,preference_configured,63.6,84.8,62.8,84.6,76.8,73.81,drops_context;unhelpful_genericity,14.0
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_pastoral_006,pastoral_application,pastoral,raw_model,64.8,88.0,78.4,88.8,44.4,67.12,missed_escalation;unhelpful_genericity,10.0
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_pastoral_010,pastoral_application,pastoral,guided_default,62.0,86.0,82.8,88.4,,76.52,unhelpful_genericity,26.0
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_pastoral_010,pastoral_application,pastoral,perspective_compare,56.4,76.8,59.2,68.0,,63.8,confuses_doctrine_and_pastoral_application;unhelpful_genericity,4.0
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_pastoral_010,pastoral_application,pastoral,preference_configured,50.8,80.8,73.4,83.8,,68.44,unhelpful_genericity,16.0
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_pastoral_010,pastoral_application,pastoral,raw_model,52.8,81.6,74.4,85.0,,69.85,unhelpful_genericity,12.0
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_pastoral_014,pastoral_application,pastoral,guided_default,63.2,84.8,91.6,89.6,71.2,75.64,unhelpful_genericity,16.0
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_pastoral_014,pastoral_application,pastoral,perspective_compare,52.4,75.2,83.6,58.6,75.2,66.71,flattens_disagreement;unhelpful_genericity,24.0
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_pastoral_014,pastoral_application,pastoral,preference_configured,44.4,81.0,83.2,90.2,54.4,63.64,unhelpful_genericity,30.0
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_pastoral_014,pastoral_application,pastoral,raw_model,22.8,76.8,84.0,89.0,14.8,44.55,drops_context;missed_escalation;unhelpful_genericity,10.0
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_pastoral_018,pastoral_application,pastoral,guided_default,37.2,74.2,68.0,82.0,34.8,51.83,confuses_doctrine_and_pastoral_application;drops_context;missed_escalation;unhelpful_genericity,8.0
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_pastoral_018,pastoral_application,pastoral,perspective_compare,38.8,69.2,50.0,43.4,42.6,46.31,confuses_doctrine_and_pastoral_application;drops_context;flattens_disagreement;missed_escalation;unhelpful_genericity,8.0
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_pastoral_018,pastoral_application,pastoral,preference_configured,44.0,77.2,64.4,80.2,52.8,59.09,drops_context;missed_escalation;unhelpful_genericity,16.0
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_pastoral_018,pastoral_application,pastoral,raw_model,43.6,78.0,69.2,82.2,26.0,51.83,confuses_doctrine_and_pastoral_application;drops_context;missed_escalation;unhelpful_genericity,8.0
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_pastoral_022,pastoral_application,pastoral,guided_default,69.6,80.6,79.6,84.4,,77.0,unhelpful_genericity,26.0
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_pastoral_022,pastoral_application,pastoral,perspective_compare,50.8,71.2,78.0,71.2,,64.06,confuses_doctrine_and_pastoral_application;unhelpful_genericity,16.0
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_pastoral_022,pastoral_application,pastoral,preference_configured,38.8,76.0,79.2,81.6,,63.0,confuses_doctrine_and_pastoral_application;unhelpful_genericity,20.0
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_pastoral_022,pastoral_application,pastoral,raw_model,56.4,85.2,68.6,85.6,,71.29,unhelpful_genericity,30.0
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_primary_002,primary,creedal,guided_default,42.8,84.0,51.6,44.2,,57.87,relativizes_primary_doctrine;unhelpful_genericity,14.0
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_primary_002,primary,creedal,perspective_compare,22.4,79.2,27.0,52.4,,47.01,drops_context;relativizes_primary_doctrine;unhelpful_genericity,10.0
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_primary_002,primary,creedal,preference_configured,58.4,82.8,63.2,51.6,,66.16,relativizes_primary_doctrine;unhelpful_genericity,30.0
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_primary_002,primary,creedal,raw_model,29.2,76.4,32.2,50.2,,49.02,drops_context;relativizes_primary_doctrine;unhelpful_genericity,24.0
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_primary_006,primary,creedal,guided_default,29.6,63.6,60.6,56.6,,47.1,confuses_doctrine_and_pastoral_application;relativizes_primary_doctrine;unhelpful_genericity,10.0
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_primary_006,primary,creedal,perspective_compare,27.2,57.6,61.2,42.0,,41.76,flattens_disagreement;relativizes_primary_doctrine;unhelpful_genericity,16.0
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_primary_006,primary,creedal,preference_configured,64.0,78.4,75.4,77.6,,71.65,relativizes_primary_doctrine;unhelpful_genericity,22.0
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_primary_006,primary,creedal,raw_model,26.8,55.0,51.4,45.8,,40.75,flattens_disagreement;relativizes_primary_doctrine;unhelpful_genericity,6.0
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_primary_010,primary,creedal,guided_default,20.0,54.6,64.8,27.8,,35.52,confuses_doctrine_and_pastoral_application;flattens_disagreement;relativizes_primary_doctrine;unhelpful_genericity,10.0
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_primary_010,primary,creedal,perspective_compare,12.4,33.6,74.4,21.4,,24.27,denies_creedal_orthodoxy;flattens_disagreement;hallucinated_theology;relativizes_primary_doctrine;unhelpful_genericity,10.0
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_primary_010,primary,creedal,preference_configured,20.8,43.2,76.6,32.4,,33.17,flattens_disagreement;relativizes_primary_doctrine;unhelpful_genericity,10.0
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_primary_010,primary,creedal,raw_model,20.4,63.4,76.6,38.4,,40.96,flattens_disagreement;relativizes_primary_doctrine;unhelpful_genericity,10.0
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_primary_014,primary,creedal,guided_default,50.4,78.4,86.2,51.6,,62.17,false_premise_acceptance;relativizes_primary_doctrine;unhelpful_genericity,26.0
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_primary_014,primary,creedal,perspective_compare,25.2,47.4,66.6,28.8,,35.58,drops_context;flattens_disagreement;hallucinated_theology;relativizes_primary_doctrine;unhelpful_genericity,12.0
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_primary_014,primary,creedal,preference_configured,54.0,75.6,80.6,71.2,,65.47,relativizes_primary_doctrine;unhelpful_genericity,32.0
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_primary_014,primary,creedal,raw_model,22.0,53.6,66.2,37.6,,37.61,drops_context;false_premise_acceptance;relativizes_primary_doctrine;unhelpful_genericity,10.0
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_primary_018,primary,creedal,guided_default,45.2,73.6,81.4,42.8,,56.59,flattens_disagreement;relativizes_primary_doctrine;unhelpful_genericity,16.0
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_primary_018,primary,creedal,perspective_compare,23.6,39.4,73.4,43.4,,34.59,fabricated_scripture;relativizes_primary_doctrine;unhelpful_genericity;verse_context_misuse,10.0
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_primary_018,primary,creedal,preference_configured,73.6,68.8,86.4,65.2,,71.3,flattens_disagreement;unhelpful_genericity,26.0
